Class of Travel,Quota,Source Station,Destination Station,Number of Passengers,Age of Passengers,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,journey_month,journey_dayofweek,days_before_journey
2AC,General,HWH,HWH,3,Adult,1408,11,8,Shatabdi,109,No_Special_Consideration,Yes,0.0,1,8,0,244
1AC,Tatkal,PNBE,PNBE,2,Adult,1522,3,29,Rajdhani,324,Defense Quota,No,76.0,0,9,1,244
2AC,General,LTT,SBC,5,Senior Citizen,1022,8,30,Shatabdi,353,No_Special_Consideration,No,0.0,1,9,2,244
3AC,Tatkal,ADI,CSMT,4,Senior Citizen,1634,17,41,Rajdhani,69,Senior Citizen,No,188.0,0,9,3,244
3AC,Tatkal,JP,MMCT,5,Child,742,3,30,Express,366,No_Special_Consideration,Yes,112.0,0,9,4,244
1AC,General,CNB,NDLS,4,Senior Citizen,798,2,38,Shatabdi,329,Senior Citizen,No,115.0,0,9,5,244
3AC,Ladies,BCT,JP,4,Child,1905,6,38,Express,27,No_Special_Consideration,No,0.0,1,9,6,244
1AC,Ladies,MAS,MMCT,4,Senior Citizen,1043,7,22,Rajdhani,230,Defense Quota,No,0.0,1,9,0,244
3AC,General,NDLS,CSMT,5,Senior Citizen,621,2,2,Superfast,439,Senior Citizen,Yes,177.0,0,9,1,244
Sleeper,Premium Tatkal,LTT,NJP,1,Adult,821,7,7,Rajdhani,469,Defense Quota,Yes,41.0,0,9,2,244
3AC,Premium Tatkal,GKP,LKO,1,Senior Citizen,599,5,37,Express,128,Defense Quota,No,0.0,1,9,3,244
1AC,Tatkal,JU,ASR,1,Senior Citizen,192,7,43,Express,203,Defense Quota,Yes,74.0,0,9,4,244
3AC,Tatkal,JU,PNBE,2,Adult,360,9,26,Shatabdi,433,Senior Citizen,Yes,83.0,0,9,5,244
1AC,Ladies,HWH,CSMT,2,Adult,560,7,2,Express,229,Defense Quota,No,0.0,1,9,6,244
2AC,Ladies,CSMT,MMCT,3,Adult,235,8,4,Shatabdi,139,No_Special_Consideration,Yes,0.0,1,9,0,244
Sleeper,Tatkal,UMB,MMCT,5,Senior Citizen,430,13,30,Superfast,483,Senior Citizen,No,75.0,0,9,1,244
3AC,Premium Tatkal,LTT,BCT,4,Senior Citizen,555,10,25,Superfast,491,Senior Citizen,No,178.0,0,9,2,244
1AC,General,LTT,SC,5,Child,1979,12,12,Shatabdi,46,No_Special_Consideration,No,0.0,1,9,3,244
Sleeper,General,UMB,JU,4,Adult,807,19,7,Superfast,163,No_Special_Consideration,Yes,0.0,1,9,4,244
2AC,Premium Tatkal,NJP,GKP,4,Senior Citizen,649,13,14,Express,31,Defense Quota,Yes,0.0,1,9,5,244
1AC,Ladies,GKP,MMCT,3,Child,197,13,35,Express,208,Defense Quota,No,0.0,1,9,6,244
Sleeper,Premium Tatkal,BBS,CSMT,1,Child,1444,5,3,Rajdhani,310,Defense Quota,Yes,0.0,1,9,0,244
1AC,General,ASR,LKO,5,Adult,1496,5,27,Shatabdi,1,Defense Quota,Yes,0.0,1,9,1,244
1AC,Premium Tatkal,PNBE,BCT,4,Adult,295,10,46,Shatabdi,458,No_Special_Consideration,No,0.0,1,9,2,244
Sleeper,Premium Tatkal,CNB,ADI,2,Adult,585,10,7,Express,188,Defense Quota,Yes,0.0,1,9,3,244
3AC,Ladies,CSMT,MAS,5,Senior Citizen,1243,7,35,Shatabdi,212,Senior Citizen,Yes,128.0,0,9,4,244
2AC,Ladies,ASR,NJP,5,Adult,767,19,10,Express,498,Senior Citizen,Yes,0.0,1,9,5,244
2AC,Tatkal,JP,BSB,2,Child,1991,17,5,Express,331,Defense Quota,No,95.0,0,9,6,244
3AC,General,JP,BCT,2,Adult,1636,7,13,Rajdhani,174,No_Special_Consideration,Yes,97.0,0,9,0,244
1AC,General,NJP,BCT,2,Senior Citizen,1060,5,4,Express,148,No_Special_Consideration,Yes,84.0,0,9,1,244
Sleeper,Ladies,PNBE,UMB,2,Adult,1966,4,15,Rajdhani,488,No_Special_Consideration,No,0.0,1,9,2,244
1AC,Ladies,JHS,SBC,4,Senior Citizen,832,6,42,Rajdhani,194,Senior Citizen,Yes,0.0,1,10,3,244
1AC,General,BCT,JU,3,Senior Citizen,216,9,44,Express,110,No_Special_Consideration,No,0.0,1,10,4,244
3AC,General,NDLS,NJP,1,Child,486,2,21,Superfast,64,No_Special_Consideration,Yes,0.0,1,10,5,244
Sleeper,Tatkal,JHS,CNB,4,Senior Citizen,1012,12,37,Express,179,Senior Citizen,No,0.0,1,10,6,244
Sleeper,Premium Tatkal,UMB,JP,2,Child,1118,12,28,Rajdhani,267,No_Special_Consideration,No,0.0,1,10,0,244
Sleeper,Premium Tatkal,ASR,CNB,5,Senior Citizen,1215,18,10,Rajdhani,497,Senior Citizen,No,0.0,1,10,1,244
1AC,Premium Tatkal,KOAA,LTT,1,Senior Citizen,1222,7,41,Rajdhani,3,Senior Citizen,No,98.0,0,10,2,244
3AC,Tatkal,LTT,NDLS,2,Senior Citizen,174,6,18,Express,491,Senior Citizen,No,57.0,0,10,3,244
1AC,Premium Tatkal,NDLS,ASR,1,Child,830,16,36,Superfast,425,Senior Citizen,Yes,0.0,1,10,4,244
2AC,General,MAS,SBC,3,Adult,335,5,18,Shatabdi,131,No_Special_Consideration,No,0.0,1,10,5,244
3AC,Tatkal,CSMT,LKO,5,Child,273,18,8,Rajdhani,230,Senior Citizen,Yes,0.0,1,10,6,244
1AC,Ladies,SC,PNBE,5,Adult,1415,19,10,Rajdhani,393,Senior Citizen,Yes,0.0,1,10,0,244
Sleeper,Tatkal,SBC,MMCT,5,Adult,1580,5,40,Shatabdi,259,Defense Quota,Yes,163.0,0,10,1,244
1AC,General,GKP,NJP,3,Adult,1974,15,39,Rajdhani,391,Defense Quota,No,0.0,1,10,2,244
2AC,Premium Tatkal,MMCT,KOAA,3,Adult,1771,2,44,Express,393,No_Special_Consideration,No,134.0,0,10,3,244
1AC,Tatkal,NDLS,PNBE,4,Child,1467,15,25,Rajdhani,473,Defense Quota,No,90.0,0,10,4,244
1AC,Ladies,NDLS,PNBE,5,Senior Citizen,1933,13,4,Superfast,442,Defense Quota,Yes,52.0,0,10,5,244
2AC,Ladies,CNB,JP,1,Child,383,17,18,Shatabdi,252,Defense Quota,Yes,0.0,1,10,6,244
1AC,Tatkal,SBC,CSMT,3,Senior Citizen,911,7,21,Rajdhani,343,Defense Quota,No,101.0,0,10,0,244
1AC,Ladies,GKP,KOAA,2,Adult,426,16,40,Superfast,398,Senior Citizen,No,53.0,0,10,1,244
3AC,Ladies,BCT,SBC,4,Senior Citizen,1051,10,12,Superfast,316,Senior Citizen,No,0.0,1,10,2,244
2AC,Tatkal,JP,LTT,1,Senior Citizen,1756,11,33,Express,241,No_Special_Consideration,Yes,0.0,1,10,3,244
Sleeper,General,BCT,JU,2,Senior Citizen,396,7,4,Superfast,378,No_Special_Consideration,No,0.0,1,10,4,244
Sleeper,Premium Tatkal,KOAA,NJP,1,Senior Citizen,795,15,24,Superfast,164,No_Special_Consideration,Yes,11.0,0,10,5,244
Sleeper,Premium Tatkal,LKO,CNB,5,Adult,706,9,45,Superfast,366,No_Special_Consideration,Yes,17.0,0,10,6,244
3AC,Premium Tatkal,SC,LTT,2,Adult,1446,4,13,Superfast,185,No_Special_Consideration,No,70.0,0,10,0,244
2AC,Premium Tatkal,LTT,SBC,3,Senior Citizen,1572,9,8,Rajdhani,97,Defense Quota,No,0.0,1,10,1,244
1AC,General,CNB,UMB,1,Child,1527,15,21,Rajdhani,135,Defense Quota,Yes,0.0,1,10,2,244
2AC,General,BBS,SC,4,Senior Citizen,326,6,38,Rajdhani,480,Defense Quota,Yes,0.0,1,10,3,244
2AC,General,JP,MAS,4,Adult,566,2,10,Shatabdi,169,Defense Quota,No,0.0,1,10,4,244
3AC,Ladies,SC,MMCT,1,Senior Citizen,1743,16,28,Express,33,No_Special_Consideration,Yes,0.0,1,10,5,244
Sleeper,Ladies,CNB,UMB,3,Child,1054,14,14,Express,40,Defense Quota,No,7.0,0,11,6,244
3AC,Premium Tatkal,HWH,GKP,4,Child,1251,8,42,Shatabdi,247,Defense Quota,No,0.0,1,11,0,244
Sleeper,Ladies,MAS,LTT,3,Child,59,2,29,Superfast,194,Senior Citizen,Yes,42.0,0,11,1,244
2AC,General,JU,PNBE,1,Adult,1579,13,23,Rajdhani,86,Senior Citizen,Yes,0.0,1,11,2,244
2AC,Ladies,JHS,BCT,2,Adult,1765,11,3,Express,63,No_Special_Consideration,Yes,66.0,0,11,3,244
2AC,Tatkal,BBS,BCT,1,Adult,198,11,3,Rajdhani,193,Senior Citizen,No,0.0,1,11,4,244
3AC,Premium Tatkal,KOAA,SC,1,Child,999,8,46,Rajdhani,54,Defense Quota,No,0.0,1,11,5,244
Sleeper,Ladies,ASR,GKP,2,Senior Citizen,1645,19,20,Rajdhani,168,Defense Quota,Yes,0.0,1,11,6,244
Sleeper,General,KOAA,GKP,3,Adult,401,10,2,Superfast,33,Senior Citizen,Yes,0.0,1,11,0,244
2AC,General,LTT,MAS,1,Senior Citizen,482,16,34,Superfast,440,Senior Citizen,Yes,0.0,1,11,1,244
2AC,Ladies,PNBE,ASR,3,Child,1232,14,10,Shatabdi,122,Defense Quota,No,126.0,0,11,2,244
2AC,Premium Tatkal,LTT,NJP,5,Child,759,19,31,Rajdhani,273,Senior Citizen,No,36.0,0,11,3,244
2AC,General,GKP,PNBE,4,Adult,1282,5,33,Shatabdi,296,Defense Quota,No,40.0,0,11,4,244
2AC,Tatkal,GKP,LTT,4,Adult,1558,7,19,Shatabdi,232,No_Special_Consideration,No,168.0,0,11,5,244
1AC,Tatkal,CNB,CSMT,2,Adult,1322,6,18,Rajdhani,372,No_Special_Consideration,Yes,58.0,0,11,6,244
2AC,Tatkal,BSB,BCT,4,Child,1290,8,2,Shatabdi,354,Senior Citizen,Yes,0.0,1,11,0,244
3AC,Ladies,NDLS,MMCT,2,Adult,532,16,12,Rajdhani,123,No_Special_Consideration,Yes,62.0,0,11,1,244
Sleeper,Premium Tatkal,SBC,BSB,1,Senior Citizen,1748,2,24,Shatabdi,434,Defense Quota,Yes,0.0,1,11,2,244
3AC,Premium Tatkal,CSMT,CNB,2,Adult,160,17,42,Rajdhani,142,Defense Quota,Yes,0.0,1,11,3,244
Sleeper,Tatkal,LKO,MMCT,5,Child,1453,19,14,Express,147,Senior Citizen,Yes,0.0,1,11,4,244
1AC,Tatkal,ASR,KOAA,2,Child,735,7,17,Rajdhani,142,Senior Citizen,No,45.0,0,11,5,244
1AC,General,JP,JP,3,Senior Citizen,1143,6,29,Superfast,486,Defense Quota,Yes,41.0,0,11,6,244
1AC,General,NDLS,MAS,3,Child,1117,7,23,Rajdhani,13,Senior Citizen,No,0.0,1,11,0,244
1AC,Tatkal,PNBE,ADI,4,Child,115,5,4,Rajdhani,140,Defense Quota,Yes,0.0,1,11,1,244
2AC,Premium Tatkal,LKO,BSB,2,Senior Citizen,900,15,32,Superfast,31,Senior Citizen,No,163.0,0,11,2,244
Sleeper,Ladies,ASR,ADI,2,Adult,1186,16,13,Shatabdi,241,No_Special_Consideration,Yes,0.0,1,11,3,244
3AC,Premium Tatkal,BBS,LTT,2,Senior Citizen,1634,17,46,Rajdhani,135,No_Special_Consideration,No,0.0,1,11,4,244
2AC,Premium Tatkal,ADI,JHS,5,Senior Citizen,1521,6,44,Shatabdi,85,Defense Quota,No,0.0,1,11,5,244
2AC,General,BBS,LTT,2,Adult,152,5,36,Shatabdi,101,Defense Quota,Yes,0.0,1,11,6,244
1AC,Ladies,LKO,CSMT,1,Senior Citizen,587,3,11,Shatabdi,497,Senior Citizen,Yes,0.0,1,11,0,244
1AC,Tatkal,NJP,ASR,5,Adult,839,7,19,Express,457,Defense Quota,No,0.0,1,12,1,244
3AC,Premium Tatkal,NJP,LKO,5,Adult,1414,7,46,Rajdhani,13,No_Special_Consideration,Yes,0.0,1,12,2,244
3AC,General,BCT,LKO,5,Adult,376,15,32,Shatabdi,366,Defense Quota,No,88.0,0,12,3,244
1AC,Tatkal,JHS,ASR,4,Senior Citizen,1835,3,18,Superfast,269,Defense Quota,Yes,109.0,0,12,4,244
Sleeper,Premium Tatkal,BBS,HWH,1,Senior Citizen,1004,18,22,Rajdhani,255,Senior Citizen,No,0.0,1,12,5,244
Sleeper,Tatkal,ASR,BSB,2,Senior Citizen,1236,16,13,Rajdhani,333,Senior Citizen,No,142.0,0,12,6,244
2AC,Premium Tatkal,BSB,JU,5,Child,1023,16,25,Express,97,Senior Citizen,No,60.0,0,12,0,244
Sleeper,Premium Tatkal,BCT,BCT,2,Senior Citizen,1831,10,9,Shatabdi,478,No_Special_Consideration,No,0.0,1,12,1,244
1AC,Premium Tatkal,CNB,NJP,4,Child,1090,15,36,Express,132,No_Special_Consideration,Yes,0.0,1,12,2,244
Sleeper,Ladies,GKP,JU,3,Adult,1129,14,7,Superfast,377,No_Special_Consideration,No,0.0,1,12,3,244
1AC,Ladies,ADI,ASR,2,Child,1732,2,22,Superfast,184,Defense Quota,Yes,0.0,1,12,4,244
Sleeper,General,LKO,ASR,1,Senior Citizen,427,6,17,Shatabdi,411,No_Special_Consideration,Yes,0.0,1,12,5,244
Sleeper,Tatkal,JP,BBS,2,Senior Citizen,778,2,43,Express,102,Senior Citizen,Yes,0.0,1,12,6,244
3AC,Ladies,CSMT,LTT,5,Senior Citizen,769,17,26,Rajdhani,376,Senior Citizen,Yes,18.0,0,12,0,244
2AC,Premium Tatkal,JP,JP,3,Child,1025,17,17,Shatabdi,306,Defense Quota,No,0.0,1,12,1,244
3AC,General,UMB,ASR,4,Adult,1549,11,14,Shatabdi,464,No_Special_Consideration,Yes,0.0,1,12,2,244
Sleeper,General,BCT,LTT,5,Child,743,15,39,Shatabdi,465,Senior Citizen,Yes,113.0,0,12,3,244
Sleeper,Ladies,MMCT,MAS,1,Adult,1898,14,31,Shatabdi,378,No_Special_Consideration,No,1.0,0,12,4,244
1AC,Tatkal,BBS,NJP,4,Child,237,4,43,Rajdhani,293,Senior Citizen,No,0.0,1,12,5,244
1AC,Ladies,HWH,ADI,4,Child,845,5,40,Shatabdi,169,Senior Citizen,No,0.0,1,12,6,244
1AC,Ladies,MMCT,LTT,3,Adult,1090,11,24,Shatabdi,286,Senior Citizen,Yes,144.0,0,12,0,244
3AC,Tatkal,UMB,NJP,2,Adult,848,14,8,Shatabdi,299,No_Special_Consideration,No,54.0,0,12,1,244
3AC,General,JHS,KOAA,5,Senior Citizen,583,9,22,Express,239,No_Special_Consideration,Yes,0.0,1,12,2,244
Sleeper,Tatkal,GKP,GKP,3,Child,921,3,18,Rajdhani,340,No_Special_Consideration,No,97.0,0,12,3,244
3AC,Ladies,SBC,NDLS,1,Senior Citizen,735,16,26,Express,414,Defense Quota,No,0.0,1,12,4,244
3AC,General,BBS,HWH,2,Child,1130,8,13,Superfast,460,Defense Quota,Yes,0.0,1,12,5,244
Sleeper,Tatkal,CSMT,NJP,2,Senior Citizen,1916,14,47,Superfast,318,Defense Quota,Yes,0.0,1,12,6,244
Sleeper,Ladies,UMB,SC,3,Senior Citizen,1428,7,45,Shatabdi,480,Senior Citizen,No,52.0,0,12,0,244
2AC,Premium Tatkal,HWH,ADI,4,Adult,224,12,9,Express,372,No_Special_Consideration,No,0.0,1,12,1,244
1AC,Ladies,MMCT,BCT,2,Child,583,4,8,Superfast,63,No_Special_Consideration,Yes,0.0,1,12,2,244
3AC,Premium Tatkal,KOAA,LTT,4,Child,1896,14,42,Express,251,No_Special_Consideration,No,0.0,1,12,3,244
1AC,General,NJP,CNB,3,Senior Citizen,913,3,25,Shatabdi,416,No_Special_Consideration,Yes,0.0,1,1,4,244
Sleeper,Tatkal,UMB,NDLS,2,Child,1771,17,5,Rajdhani,285,Defense Quota,No,33.0,0,1,5,244
3AC,Ladies,CSMT,SC,5,Senior Citizen,84,18,28,Rajdhani,396,Senior Citizen,Yes,0.0,1,1,6,244
1AC,Tatkal,HWH,BSB,3,Senior Citizen,1516,15,22,Shatabdi,314,Senior Citizen,Yes,0.0,1,1,0,244
1AC,Ladies,LTT,NJP,4,Child,352,18,20,Rajdhani,207,Defense Quota,No,0.0,1,1,1,244
2AC,General,MAS,JP,2,Senior Citizen,214,2,12,Shatabdi,226,Senior Citizen,Yes,0.0,1,1,2,244
Sleeper,Premium Tatkal,KOAA,BBS,4,Adult,714,11,8,Express,409,Defense Quota,Yes,71.0,0,1,3,244
Sleeper,Tatkal,SC,NDLS,2,Adult,1940,15,34,Superfast,433,Defense Quota,No,165.0,0,1,4,244
Sleeper,General,SBC,GKP,4,Child,1999,7,28,Express,173,Defense Quota,No,104.0,0,1,5,244
2AC,Premium Tatkal,JU,BSB,1,Adult,834,6,7,Shatabdi,262,Defense Quota,No,0.0,1,1,6,244
1AC,Premium Tatkal,JU,HWH,3,Child,1196,4,3,Rajdhani,288,Defense Quota,No,0.0,1,1,0,244
3AC,Premium Tatkal,JU,LKO,5,Senior Citizen,745,7,15,Superfast,442,Senior Citizen,No,0.0,1,1,1,244
3AC,Tatkal,LTT,KOAA,5,Child,967,13,22,Express,437,Defense Quota,No,33.0,0,1,2,244
2AC,General,KOAA,JP,5,Senior Citizen,979,5,2,Shatabdi,155,No_Special_Consideration,No,0.0,1,1,3,244
2AC,Tatkal,BSB,UMB,3,Senior Citizen,1569,13,7,Rajdhani,405,Defense Quota,Yes,197.0,0,1,4,244
1AC,Premium Tatkal,KOAA,ADI,5,Child,777,7,5,Superfast,274,Defense Quota,Yes,0.0,1,1,5,244
Sleeper,Tatkal,LKO,JHS,3,Adult,549,5,30,Shatabdi,382,No_Special_Consideration,No,0.0,1,1,6,244
Sleeper,Ladies,HWH,BCT,4,Adult,800,6,29,Shatabdi,214,Senior Citizen,Yes,0.0,1,1,0,244
Sleeper,Tatkal,NJP,JP,3,Child,1128,9,9,Express,62,Defense Quota,Yes,0.0,1,1,1,244
Sleeper,General,NJP,NJP,3,Child,447,8,11,Rajdhani,288,Senior Citizen,Yes,191.0,0,1,2,244
3AC,Premium Tatkal,CSMT,HWH,1,Senior Citizen,119,19,33,Shatabdi,421,Defense Quota,No,153.0,0,1,3,244
2AC,Tatkal,BSB,LTT,1,Child,1493,2,9,Express,64,Senior Citizen,No,0.0,1,1,4,244
2AC,Tatkal,ADI,NDLS,3,Adult,1231,3,23,Superfast,389,No_Special_Consideration,No,0.0,1,1,5,244
Sleeper,Premium Tatkal,CNB,BCT,2,Child,454,7,42,Superfast,52,Defense Quota,Yes,0.0,1,1,6,244
2AC,General,LKO,ADI,5,Senior Citizen,1659,13,14,Shatabdi,315,Defense Quota,No,0.0,1,1,0,244
Sleeper,Tatkal,JHS,UMB,4,Adult,962,17,22,Shatabdi,24,Senior Citizen,Yes,72.0,0,1,1,244
1AC,Premium Tatkal,JHS,LKO,3,Senior Citizen,192,12,9,Express,100,Senior Citizen,No,0.0,1,1,2,244
3AC,Ladies,NJP,NJP,4,Adult,1407,17,31,Shatabdi,474,No_Special_Consideration,No,0.0,1,1,3,244
3AC,Tatkal,KOAA,HWH,4,Child,1506,9,47,Superfast,42,No_Special_Consideration,Yes,0.0,1,1,4,244
2AC,Tatkal,KOAA,JHS,3,Child,338,3,19,Rajdhani,182,Defense Quota,No,186.0,0,1,5,244
3AC,Tatkal,SBC,NDLS,1,Child,72,13,22,Shatabdi,49,Senior Citizen,Yes,0.0,1,1,6,244
1AC,General,BBS,JU,1,Adult,1689,19,12,Rajdhani,225,No_Special_Consideration,Yes,166.0,0,2,0,244
2AC,Premium Tatkal,NJP,CNB,4,Adult,740,6,30,Superfast,219,No_Special_Consideration,No,0.0,1,2,1,244
Sleeper,Premium Tatkal,NDLS,BBS,3,Child,1572,5,26,Express,437,Senior Citizen,No,16.0,0,2,2,244
3AC,Tatkal,LKO,MAS,2,Senior Citizen,733,9,20,Express,316,Defense Quota,Yes,0.0,1,2,3,244
1AC,Premium Tatkal,SC,JP,5,Adult,1503,10,7,Rajdhani,324,No_Special_Consideration,No,0.0,1,2,4,244
2AC,Ladies,ASR,HWH,1,Senior Citizen,119,5,34,Rajdhani,241,Senior Citizen,No,197.0,0,2,5,244
Sleeper,General,GKP,ADI,4,Child,1796,11,20,Shatabdi,470,Defense Quota,Yes,0.0,1,2,6,244
2AC,Tatkal,BBS,BCT,2,Child,1440,17,40,Superfast,307,Senior Citizen,No,59.0,0,2,0,244
3AC,Premium Tatkal,CNB,CNB,5,Adult,1683,10,22,Express,85,No_Special_Consideration,Yes,198.0,0,2,1,244
Sleeper,Tatkal,NDLS,ASR,2,Child,1908,8,39,Superfast,113,Defense Quota,No,0.0,1,2,2,244
3AC,Ladies,UMB,KOAA,5,Child,1493,9,43,Rajdhani,448,No_Special_Consideration,No,0.0,1,2,3,244
2AC,Ladies,KOAA,JHS,1,Child,459,16,27,Shatabdi,470,Defense Quota,No,200.0,0,2,4,244
1AC,Premium Tatkal,CSMT,PNBE,1,Adult,1598,10,37,Superfast,254,No_Special_Consideration,Yes,0.0,1,2,5,244
3AC,Premium Tatkal,GKP,JHS,2,Adult,1922,15,34,Superfast,339,Defense Quota,No,0.0,1,2,6,244
2AC,Tatkal,BBS,PNBE,1,Child,1055,11,35,Superfast,330,Defense Quota,Yes,120.0,0,2,0,244
1AC,General,CSMT,GKP,3,Child,906,9,31,Rajdhani,413,No_Special_Consideration,Yes,0.0,1,2,1,244
3AC,Premium Tatkal,BCT,ASR,5,Adult,242,9,13,Rajdhani,160,Senior Citizen,Yes,0.0,1,2,2,244
Sleeper,Premium Tatkal,LTT,UMB,3,Senior Citizen,955,6,33,Rajdhani,133,No_Special_Consideration,No,0.0,1,2,3,244
Sleeper,Premium Tatkal,UMB,NDLS,1,Child,125,3,32,Rajdhani,128,Senior Citizen,Yes,0.0,1,2,4,244
2AC,Tatkal,SC,UMB,3,Child,1009,4,25,Superfast,47,Senior Citizen,Yes,0.0,1,2,5,244
1AC,General,CSMT,BSB,1,Child,369,19,11,Shatabdi,209,No_Special_Consideration,Yes,130.0,0,2,6,244
3AC,Ladies,MMCT,ADI,2,Senior Citizen,701,19,7,Express,238,No_Special_Consideration,Yes,0.0,1,2,0,244
Sleeper,Premium Tatkal,MMCT,BCT,3,Adult,1699,7,6,Superfast,480,No_Special_Consideration,Yes,0.0,1,2,1,244
2AC,Premium Tatkal,UMB,PNBE,5,Child,1582,14,27,Express,363,No_Special_Consideration,Yes,0.0,1,2,2,244
Sleeper,Tatkal,NDLS,JHS,5,Child,189,14,44,Rajdhani,433,Defense Quota,Yes,0.0,1,2,3,244
1AC,Premium Tatkal,HWH,UMB,5,Senior Citizen,484,7,10,Superfast,362,Senior Citizen,No,168.0,0,2,4,244
Sleeper,General,ADI,UMB,2,Child,71,12,26,Superfast,277,No_Special_Consideration,No,0.0,1,2,5,244
Sleeper,Ladies,GKP,ADI,1,Senior Citizen,432,16,21,Shatabdi,135,Defense Quota,No,0.0,1,2,6,244
3AC,Ladies,GKP,MAS,2,Senior Citizen,1830,15,14,Superfast,25,Senior Citizen,Yes,0.0,1,3,0,244
3AC,Tatkal,CSMT,BSB,5,Child,56,9,29,Superfast,33,Defense Quota,Yes,0.0,1,3,1,244
2AC,Tatkal,NJP,JP,2,Adult,956,19,24,Express,281,Defense Quota,No,59.0,0,3,2,244
Sleeper,Ladies,LTT,JHS,2,Senior Citizen,1397,12,44,Rajdhani,477,No_Special_Consideration,Yes,152.0,0,3,3,244
2AC,Tatkal,BSB,CNB,5,Adult,376,8,6,Express,83,No_Special_Consideration,No,131.0,0,3,4,244
Sleeper,Premium Tatkal,KOAA,ASR,2,Child,1432,8,13,Rajdhani,415,Defense Quota,No,0.0,1,3,5,244
3AC,General,PNBE,MAS,5,Senior Citizen,898,6,24,Shatabdi,217,Defense Quota,Yes,33.0,0,3,6,244
3AC,Premium Tatkal,LKO,HWH,1,Child,285,15,3,Express,390,Senior Citizen,Yes,116.0,0,3,0,244
Sleeper,Tatkal,ASR,MMCT,4,Adult,663,18,16,Rajdhani,41,Defense Quota,No,147.0,0,3,1,244
1AC,Tatkal,JP,MMCT,3,Adult,967,15,36,Superfast,279,Senior Citizen,Yes,97.0,0,3,2,244
2AC,Premium Tatkal,CSMT,JP,2,Senior Citizen,1827,9,12,Shatabdi,148,No_Special_Consideration,No,0.0,1,3,3,244
3AC,General,GKP,UMB,4,Adult,1687,16,15,Express,431,Defense Quota,Yes,0.0,1,3,4,244
3AC,Premium Tatkal,NDLS,MAS,1,Child,1735,6,27,Express,346,No_Special_Consideration,Yes,177.0,0,3,5,244
3AC,Premium Tatkal,MMCT,LKO,1,Adult,1093,18,7,Express,236,Defense Quota,No,0.0,1,3,6,244
1AC,General,UMB,BCT,5,Senior Citizen,672,13,33,Shatabdi,362,Defense Quota,No,0.0,1,3,0,244
Sleeper,General,HWH,BSB,2,Adult,1293,12,26,Rajdhani,291,No_Special_Consideration,No,0.0,1,3,1,244
1AC,Ladies,NDLS,KOAA,3,Senior Citizen,817,7,29,Shatabdi,393,Defense Quota,No,178.0,0,3,2,244
2AC,General,CNB,CNB,5,Adult,841,3,23,Express,137,Senior Citizen,No,0.0,1,3,3,244
3AC,Ladies,BCT,UMB,1,Senior Citizen,1965,9,29,Shatabdi,68,No_Special_Consideration,No,0.0,1,3,4,244
2AC,General,BSB,BSB,1,Adult,1021,9,18,Express,254,Senior Citizen,No,19.0,0,3,5,244
Sleeper,Ladies,BCT,SC,4,Adult,1710,19,46,Express,419,Senior Citizen,Yes,0.0,1,3,6,244
2AC,Ladies,JHS,BSB,2,Child,724,16,28,Superfast,33,Senior Citizen,Yes,0.0,1,3,0,244
1AC,Ladies,ASR,NDLS,1,Senior Citizen,1762,10,21,Express,181,No_Special_Consideration,No,0.0,1,3,1,244
1AC,Ladies,BSB,PNBE,1,Adult,580,16,26,Rajdhani,343,Defense Quota,Yes,0.0,1,3,2,244
Sleeper,Ladies,NDLS,MMCT,1,Senior Citizen,349,13,9,Express,62,Senior Citizen,No,0.0,1,3,3,244
Sleeper,Premium Tatkal,GKP,JP,4,Child,1290,3,2,Express,71,Defense Quota,Yes,0.0,1,3,4,244
2AC,General,JU,MAS,4,Senior Citizen,1278,12,6,Express,329,Defense Quota,Yes,0.0,1,3,5,244
3AC,Tatkal,ASR,SBC,5,Adult,1926,10,12,Rajdhani,135,Defense Quota,Yes,0.0,1,3,6,244
2AC,General,NJP,MMCT,5,Senior Citizen,1647,2,45,Superfast,480,No_Special_Consideration,No,0.0,1,3,0,244
1AC,General,MMCT,UMB,3,Child,1065,3,32,Express,331,Senior Citizen,Yes,0.0,1,3,1,244
3AC,Premium Tatkal,CSMT,BBS,1,Adult,655,8,29,Rajdhani,345,Defense Quota,No,0.0,1,3,2,244
3AC,Premium Tatkal,UMB,ASR,3,Senior Citizen,1811,4,9,Rajdhani,484,No_Special_Consideration,Yes,0.0,1,4,3,244
3AC,Tatkal,KOAA,HWH,4,Senior Citizen,373,12,23,Rajdhani,279,Defense Quota,Yes,39.0,0,4,4,244
1AC,Ladies,LKO,SBC,3,Senior Citizen,893,6,11,Rajdhani,105,Defense Quota,Yes,0.0,1,4,5,244
3AC,Ladies,BSB,KOAA,1,Senior Citizen,1173,5,30,Superfast,239,Senior Citizen,Yes,0.0,1,4,6,244
2AC,Ladies,NJP,MAS,4,Senior Citizen,1878,19,12,Rajdhani,86,Defense Quota,Yes,0.0,1,4,0,244
Sleeper,Tatkal,SC,LKO,4,Adult,863,16,19,Superfast,376,No_Special_Consideration,No,0.0,1,4,1,244
3AC,Ladies,ADI,JU,4,Child,1596,7,6,Shatabdi,304,Defense Quota,Yes,0.0,1,4,2,244
