Class of Travel,Quota,Source Station,Destination Station,Number of Passengers,Age of Passengers,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,journey_month,journey_dayofweek,days_before_journey,is_peak_or_holiday,seat_pressure,route_length_per_stop,booking_urgency_bucket
Sleeper,Premium Tatkal,ADI,NJP,1,Child,314,19,34,Superfast,481,Defense Quota,No,0.0,1,6,5,244,0,0.002074688796680498,15.7,early
1AC,Tatkal,LKO,BCT,5,Child,1394,18,37,Shatabdi,353,Senior Citizen,Yes,0.0,1,6,6,244,1,0.014124293785310734,73.36842105263158,early
1AC,Tatkal,JHS,NJP,4,Adult,1509,3,19,Shatabdi,234,Defense Quota,No,0.0,1,6,0,244,0,0.01702127659574468,377.25,early
3AC,General,ASR,KOAA,1,Child,1275,13,30,Superfast,388,Senior Citizen,No,0.0,1,7,1,244,0,0.002570694087403599,91.07142857142857,early
3AC,Premium Tatkal,CNB,BCT,2,Child,485,19,27,Shatabdi,283,Senior Citizen,No,127.0,0,7,2,244,0,0.007042253521126761,24.25,early
Sleeper,Tatkal,JU,LTT,3,Adult,1991,2,38,Superfast,260,Senior Citizen,No,0.0,1,7,3,244,0,0.011494252873563218,663.6666666666666,early
1AC,Tatkal,LKO,JP,2,Senior Citizen,1386,5,37,Shatabdi,101,Defense Quota,Yes,0.0,1,7,4,244,1,0.0196078431372549,231.0,early
Sleeper,Tatkal,MAS,ASR,3,Child,805,5,22,Superfast,265,No_Special_Consideration,Yes,0.0,1,7,5,244,1,0.011278195488721804,134.16666666666666,early
Sleeper,Tatkal,LTT,MMCT,2,Child,1225,19,25,Superfast,452,No_Special_Consideration,No,0.0,1,7,6,244,0,0.004415011037527594,61.25,early
3AC,Tatkal,LKO,BCT,4,Adult,90,14,31,Superfast,310,No_Special_Consideration,Yes,0.0,1,7,0,244,1,0.012861736334405145,6.0,early
1AC,Ladies,ASR,CNB,2,Adult,1032,11,11,Rajdhani,322,Defense Quota,No,65.0,0,7,1,244,0,0.006191950464396285,86.0,early
3AC,General,ASR,CSMT,4,Child,1704,11,33,Rajdhani,364,Senior Citizen,Yes,0.0,1,7,2,244,1,0.010958904109589041,142.0,early
2AC,Premium Tatkal,PNBE,NJP,2,Child,1291,15,42,Superfast,293,Senior Citizen,No,0.0,1,7,3,244,0,0.006802721088435374,80.6875,early
3AC,Tatkal,SC,ASR,1,Child,970,18,26,Superfast,437,Defense Quota,No,0.0,1,7,4,244,0,0.00228310502283105,51.05263157894737,early
3AC,General,NJP,PNBE,3,Child,212,4,24,Express,318,Senior Citizen,Yes,197.0,0,7,5,244,1,0.009404388714733543,42.4,early
3AC,Tatkal,BSB,SC,4,Adult,1056,15,30,Rajdhani,165,Defense Quota,No,0.0,1,7,6,244,0,0.024096385542168676,66.0,early
2AC,Ladies,BSB,BCT,2,Adult,808,13,18,Superfast,219,Defense Quota,No,0.0,1,7,0,244,0,0.00909090909090909,57.714285714285715,early
Sleeper,Ladies,JP,KOAA,1,Senior Citizen,1365,7,28,Shatabdi,441,Defense Quota,Yes,182.0,0,7,1,244,1,0.0022624434389140274,170.625,early
Sleeper,General,JP,HWH,5,Adult,253,18,4,Express,105,Senior Citizen,Yes,0.0,1,7,2,244,1,0.04716981132075472,13.31578947368421,early
1AC,Premium Tatkal,GKP,KOAA,4,Adult,526,18,22,Shatabdi,362,No_Special_Consideration,Yes,0.0,1,7,3,244,1,0.011019283746556474,27.68421052631579,early
2AC,Ladies,BBS,UMB,4,Adult,671,8,38,Rajdhani,404,Senior Citizen,Yes,3.0,0,7,4,244,1,0.009876543209876543,74.55555555555556,early
1AC,General,MAS,SC,5,Child,1109,5,25,Express,9,No_Special_Consideration,Yes,0.0,1,7,5,244,1,0.5,184.83333333333334,early
Sleeper,Ladies,KOAA,JU,3,Senior Citizen,586,16,19,Shatabdi,408,Defense Quota,Yes,5.0,0,7,6,244,1,0.007334963325183374,34.470588235294116,early
1AC,Tatkal,HWH,NJP,3,Child,1978,9,8,Express,96,Senior Citizen,No,101.0,0,7,0,244,0,0.030927835051546393,197.8,early
1AC,Tatkal,LKO,GKP,3,Adult,1254,14,15,Shatabdi,431,No_Special_Consideration,Yes,0.0,1,7,1,244,1,0.006944444444444444,83.6,early
Sleeper,Premium Tatkal,CSMT,MMCT,3,Child,1506,10,33,Rajdhani,71,Defense Quota,No,0.0,1,7,2,244,0,0.041666666666666664,136.9090909090909,early
1AC,Ladies,ASR,UMB,1,Senior Citizen,76,15,5,Express,34,Senior Citizen,Yes,0.0,1,7,3,244,1,0.02857142857142857,4.75,early
1AC,Premium Tatkal,KOAA,MMCT,4,Adult,1163,14,47,Express,281,No_Special_Consideration,No,86.0,0,7,4,244,0,0.014184397163120567,77.53333333333333,early
2AC,Premium Tatkal,ADI,CSMT,3,Child,1912,16,45,Express,42,No_Special_Consideration,Yes,18.0,0,7,5,244,1,0.06976744186046512,112.47058823529412,early
3AC,Premium Tatkal,SBC,HWH,3,Adult,559,4,16,Express,67,Defense Quota,Yes,0.0,1,7,6,244,1,0.04411764705882353,111.8,early
1AC,Ladies,CNB,BCT,1,Adult,420,4,32,Rajdhani,335,No_Special_Consideration,Yes,0.0,1,7,0,244,1,0.002976190476190476,84.0,early
1AC,Tatkal,NJP,SBC,1,Senior Citizen,1318,15,38,Express,63,No_Special_Consideration,Yes,0.0,1,7,1,244,1,0.015625,82.375,early
3AC,Tatkal,NJP,JP,4,Child,1765,8,30,Superfast,173,Defense Quota,No,0.0,1,7,2,244,0,0.022988505747126436,196.11111111111111,early
3AC,Tatkal,JHS,LTT,5,Adult,1652,4,20,Superfast,345,Senior Citizen,No,170.0,0,7,3,244,0,0.014450867052023121,330.4,early
1AC,General,HWH,PNBE,5,Adult,367,2,29,Express,492,Senior Citizen,Yes,0.0,1,8,4,244,1,0.010141987829614604,122.33333333333333,early
3AC,Ladies,UMB,NJP,5,Adult,1570,5,9,Shatabdi,3,Defense Quota,No,0.0,1,8,5,244,0,1.25,261.6666666666667,early
1AC,Tatkal,KOAA,SBC,2,Senior Citizen,51,5,30,Shatabdi,409,Defense Quota,Yes,0.0,1,8,6,244,1,0.004878048780487805,8.5,early
1AC,Ladies,CNB,CNB,5,Adult,1289,5,26,Superfast,367,No_Special_Consideration,Yes,0.0,1,8,0,244,1,0.01358695652173913,214.83333333333334,early
2AC,Premium Tatkal,CSMT,BCT,1,Adult,263,5,28,Shatabdi,332,Senior Citizen,Yes,145.0,0,8,1,244,1,0.003003003003003003,43.833333333333336,early
2AC,Tatkal,ASR,BSB,1,Child,1428,19,40,Superfast,42,Senior Citizen,No,0.0,1,8,2,244,0,0.023255813953488372,71.4,early
2AC,Ladies,GKP,MAS,1,Adult,1455,17,42,Shatabdi,321,Senior Citizen,Yes,0.0,1,8,3,244,1,0.003105590062111801,80.83333333333333,early
3AC,Ladies,JHS,NDLS,1,Child,1684,2,45,Express,468,Senior Citizen,No,70.0,0,8,4,244,0,0.0021321961620469083,561.3333333333334,early
2AC,Premium Tatkal,NDLS,PNBE,1,Adult,861,4,9,Rajdhani,427,Senior Citizen,No,0.0,1,8,5,244,0,0.002336448598130841,172.2,early
1AC,Premium Tatkal,BBS,MAS,1,Adult,1145,16,35,Superfast,26,No_Special_Consideration,No,91.0,0,8,6,244,0,0.037037037037037035,67.3529411764706,early
2AC,Ladies,SC,KOAA,5,Adult,1274,9,17,Superfast,316,No_Special_Consideration,Yes,78.0,0,8,0,244,1,0.015772870662460567,127.4,early
2AC,Ladies,SC,SC,5,Senior Citizen,646,4,10,Shatabdi,92,Senior Citizen,No,8.0,0,8,1,244,0,0.053763440860215055,129.2,early
Sleeper,Ladies,LTT,LTT,4,Child,787,14,25,Shatabdi,178,Defense Quota,Yes,0.0,1,8,2,244,1,0.0223463687150838,52.46666666666667,early
Sleeper,General,LKO,MMCT,5,Senior Citizen,1063,2,39,Express,113,Defense Quota,No,0.0,1,8,3,244,0,0.043859649122807015,354.3333333333333,early
Sleeper,General,BCT,HWH,2,Adult,1977,3,6,Express,471,No_Special_Consideration,Yes,27.0,0,8,4,244,1,0.00423728813559322,494.25,early
3AC,Premium Tatkal,PNBE,CSMT,5,Child,985,19,16,Express,365,Defense Quota,No,0.0,1,8,5,244,0,0.01366120218579235,49.25,early
2AC,Tatkal,CSMT,MMCT,4,Child,699,3,32,Rajdhani,364,Senior Citizen,No,0.0,1,8,6,244,0,0.010958904109589041,174.75,early
Sleeper,Premium Tatkal,JU,HWH,5,Senior Citizen,91,15,34,Shatabdi,108,No_Special_Consideration,No,124.0,0,8,0,244,0,0.045871559633027525,5.6875,early
1AC,General,JU,BBS,1,Adult,241,7,46,Rajdhani,240,Senior Citizen,No,47.0,0,8,1,244,0,0.004149377593360996,30.125,early
3AC,Ladies,MAS,PNBE,5,Senior Citizen,992,14,29,Superfast,478,Defense Quota,No,0.0,1,8,2,244,0,0.010438413361169102,66.13333333333334,early
3AC,General,KOAA,CNB,4,Child,1778,13,12,Shatabdi,171,No_Special_Consideration,Yes,56.0,0,8,3,244,1,0.023255813953488372,127.0,early
1AC,Ladies,GKP,JHS,5,Child,1116,17,11,Express,332,No_Special_Consideration,No,0.0,1,8,4,244,0,0.015015015015015015,62.0,early
2AC,Ladies,ASR,CNB,1,Senior Citizen,302,16,18,Superfast,335,No_Special_Consideration,No,0.0,1,8,5,244,0,0.002976190476190476,17.764705882352942,early
1AC,Tatkal,PNBE,HWH,4,Adult,1533,18,31,Shatabdi,258,No_Special_Consideration,No,0.0,1,8,6,244,0,0.015444015444015444,80.6842105263158,early
2AC,Ladies,MMCT,ADI,2,Child,1338,18,20,Express,76,Defense Quota,No,0.0,1,8,0,244,0,0.025974025974025976,70.42105263157895,early
1AC,Premium Tatkal,LKO,CSMT,2,Adult,1422,5,22,Express,104,Defense Quota,No,0.0,1,8,1,244,0,0.01904761904761905,237.0,early
3AC,Tatkal,HWH,BCT,3,Adult,76,2,18,Shatabdi,163,No_Special_Consideration,Yes,0.0,1,8,2,244,1,0.018292682926829267,25.333333333333332,early
2AC,Premium Tatkal,MMCT,BBS,3,Adult,392,4,11,Express,458,Senior Citizen,Yes,0.0,1,8,3,244,1,0.006535947712418301,78.4,early
1AC,Ladies,JHS,SC,2,Child,833,10,3,Express,149,Defense Quota,Yes,0.0,1,8,4,244,1,0.013333333333333334,75.72727272727273,early
3AC,General,NDLS,LKO,3,Child,1348,16,22,Express,341,Defense Quota,No,0.0,1,8,5,244,0,0.008771929824561403,79.29411764705883,early
1AC,Tatkal,UMB,NDLS,3,Adult,876,8,10,Shatabdi,52,Senior Citizen,Yes,0.0,1,8,6,244,1,0.05660377358490566,97.33333333333333,early
2AC,Ladies,MMCT,BBS,4,Adult,1255,12,3,Shatabdi,481,No_Special_Consideration,Yes,0.0,1,9,0,244,1,0.008298755186721992,96.53846153846153,early
3AC,Tatkal,JP,BSB,5,Senior Citizen,1956,15,8,Express,228,Defense Quota,Yes,173.0,0,9,1,244,1,0.021834061135371178,122.25,early
2AC,Ladies,KOAA,KOAA,3,Senior Citizen,1572,11,34,Superfast,190,Defense Quota,No,0.0,1,9,2,244,0,0.015706806282722512,131.0,early
Sleeper,Ladies,JU,JP,4,Senior Citizen,759,14,7,Rajdhani,312,Senior Citizen,No,98.0,0,9,3,244,0,0.012779552715654952,50.6,early
1AC,Ladies,LKO,GKP,5,Senior Citizen,679,16,12,Rajdhani,105,No_Special_Consideration,Yes,0.0,1,9,4,244,1,0.04716981132075472,39.94117647058823,early
2AC,Tatkal,CNB,UMB,2,Senior Citizen,1834,3,7,Express,29,Defense Quota,Yes,0.0,1,9,5,244,1,0.06666666666666667,458.5,early
1AC,Premium Tatkal,LTT,BBS,2,Adult,1858,15,28,Express,149,Senior Citizen,No,0.0,1,9,6,244,0,0.013333333333333334,116.125,early
1AC,General,JU,PNBE,3,Senior Citizen,635,12,35,Superfast,373,Defense Quota,No,0.0,1,9,0,244,0,0.008021390374331552,48.84615384615385,early
3AC,Premium Tatkal,PNBE,KOAA,3,Child,1603,8,25,Superfast,339,No_Special_Consideration,No,0.0,1,9,1,244,0,0.008823529411764706,178.11111111111111,early
2AC,Ladies,CSMT,BSB,4,Senior Citizen,1870,9,9,Shatabdi,221,No_Special_Consideration,Yes,0.0,1,9,2,244,1,0.018018018018018018,187.0,early
1AC,Tatkal,HWH,BBS,3,Adult,234,17,30,Rajdhani,351,No_Special_Consideration,No,0.0,1,9,3,244,0,0.008522727272727272,13.0,early
2AC,Tatkal,GKP,MMCT,2,Child,1130,8,19,Express,165,Senior Citizen,Yes,0.0,1,9,4,244,1,0.012048192771084338,125.55555555555556,early
2AC,General,MMCT,NDLS,3,Child,1797,10,24,Shatabdi,102,No_Special_Consideration,No,0.0,1,9,5,244,0,0.02912621359223301,163.36363636363637,early
1AC,Tatkal,SC,HWH,5,Adult,1985,14,6,Rajdhani,174,Senior Citizen,Yes,185.0,0,9,6,244,1,0.02857142857142857,132.33333333333334,early
1AC,General,LTT,BCT,4,Child,199,3,19,Shatabdi,78,No_Special_Consideration,Yes,0.0,1,9,0,244,1,0.05063291139240506,49.75,early
1AC,Premium Tatkal,KOAA,JP,3,Senior Citizen,792,6,10,Shatabdi,247,Senior Citizen,No,0.0,1,9,1,244,0,0.012096774193548387,113.14285714285714,early
1AC,Ladies,BBS,LKO,5,Adult,486,9,47,Express,10,Defense Quota,Yes,0.0,1,9,2,244,1,0.45454545454545453,48.6,early
Sleeper,Premium Tatkal,UMB,BBS,3,Adult,1221,18,16,Shatabdi,222,No_Special_Consideration,Yes,0.0,1,9,3,244,1,0.013452914798206279,64.26315789473684,early
2AC,Ladies,UMB,ASR,1,Child,1129,8,4,Rajdhani,208,Defense Quota,No,0.0,1,9,4,244,0,0.004784688995215311,125.44444444444444,early
3AC,Ladies,JP,KOAA,5,Senior Citizen,565,2,38,Superfast,187,Defense Quota,No,0.0,1,9,5,244,0,0.026595744680851064,188.33333333333334,early
2AC,Tatkal,NJP,MMCT,5,Child,1742,3,10,Express,498,Defense Quota,No,0.0,1,9,6,244,0,0.01002004008016032,435.5,early
3AC,Tatkal,SC,KOAA,1,Child,1154,16,31,Superfast,343,Senior Citizen,No,0.0,1,9,0,244,0,0.0029069767441860465,67.88235294117646,early
2AC,General,CSMT,PNBE,4,Adult,532,15,28,Superfast,18,Defense Quota,Yes,0.0,1,9,1,244,1,0.21052631578947367,33.25,early
Sleeper,Tatkal,HWH,PNBE,1,Child,154,6,24,Rajdhani,271,Senior Citizen,Yes,0.0,1,9,2,244,1,0.003676470588235294,22.0,early
Sleeper,Premium Tatkal,SBC,MMCT,5,Child,586,12,22,Rajdhani,196,No_Special_Consideration,Yes,23.0,0,9,3,244,1,0.025380710659898477,45.07692307692308,early
1AC,General,GKP,NJP,3,Senior Citizen,1249,15,27,Rajdhani,156,Defense Quota,Yes,168.0,0,9,4,244,1,0.01910828025477707,78.0625,early
3AC,Tatkal,BSB,ASR,3,Child,1071,9,8,Shatabdi,23,No_Special_Consideration,No,0.0,1,9,5,244,0,0.125,107.1,early
3AC,Ladies,ADI,JHS,4,Child,1064,17,14,Superfast,398,Senior Citizen,Yes,0.0,1,9,6,244,1,0.010025062656641603,59.111111111111114,early
Sleeper,Ladies,HWH,BBS,3,Child,734,12,12,Express,267,No_Special_Consideration,No,24.0,0,9,0,244,0,0.011194029850746268,56.46153846153846,early
Sleeper,Premium Tatkal,NJP,UMB,2,Senior Citizen,614,10,12,Express,482,No_Special_Consideration,No,0.0,1,9,1,244,0,0.004140786749482402,55.81818181818182,early
2AC,Ladies,BSB,KOAA,5,Senior Citizen,147,12,22,Shatabdi,259,Defense Quota,No,67.0,0,10,2,244,0,0.019230769230769232,11.307692307692308,early
1AC,General,PNBE,BBS,4,Adult,334,19,13,Rajdhani,142,Senior Citizen,Yes,0.0,1,10,3,244,1,0.027972027972027972,16.7,early
2AC,Ladies,SC,JP,5,Senior Citizen,1452,12,3,Express,462,Defense Quota,No,0.0,1,10,4,244,0,0.01079913606911447,111.6923076923077,early
3AC,Tatkal,JHS,ADI,1,Senior Citizen,655,13,40,Express,421,Senior Citizen,Yes,47.0,0,10,5,244,1,0.002369668246445498,46.785714285714285,early
2AC,Premium Tatkal,SC,MMCT,3,Senior Citizen,1591,7,36,Express,390,Defense Quota,Yes,0.0,1,10,6,244,1,0.0076726342710997444,198.875,early
Sleeper,Premium Tatkal,HWH,MAS,3,Senior Citizen,397,16,5,Rajdhani,120,No_Special_Consideration,Yes,0.0,1,10,0,244,1,0.024793388429752067,23.352941176470587,early
Sleeper,General,JU,PNBE,1,Senior Citizen,684,17,21,Rajdhani,402,No_Special_Consideration,Yes,0.0,1,10,1,244,1,0.0024813895781637717,38.0,early
3AC,Premium Tatkal,NDLS,ASR,3,Child,455,3,7,Shatabdi,196,Defense Quota,Yes,0.0,1,10,2,244,1,0.015228426395939087,113.75,early
1AC,General,PNBE,GKP,1,Senior Citizen,1952,13,39,Rajdhani,77,Senior Citizen,Yes,184.0,0,10,3,244,1,0.01282051282051282,139.42857142857142,early
Sleeper,Ladies,LTT,NJP,2,Adult,1877,4,36,Superfast,423,Senior Citizen,Yes,147.0,0,10,4,244,1,0.0047169811320754715,375.4,early
1AC,Ladies,NDLS,LTT,5,Senior Citizen,1533,18,29,Superfast,268,No_Special_Consideration,No,0.0,1,10,5,244,0,0.01858736059479554,80.6842105263158,early
3AC,Tatkal,GKP,BSB,3,Senior Citizen,1507,2,18,Express,456,Senior Citizen,Yes,28.0,0,10,6,244,1,0.006564551422319475,502.3333333333333,early
1AC,Tatkal,GKP,MMCT,2,Senior Citizen,1611,17,13,Express,82,Senior Citizen,No,31.0,0,10,0,244,0,0.024096385542168676,89.5,early
Sleeper,Ladies,CNB,LKO,5,Child,1624,12,25,Rajdhani,438,Defense Quota,Yes,0.0,1,10,1,244,1,0.011389521640091117,124.92307692307692,early
Sleeper,Ladies,CNB,PNBE,5,Child,184,12,40,Shatabdi,379,Defense Quota,No,0.0,1,10,2,244,0,0.013157894736842105,14.153846153846153,early
Sleeper,Ladies,SBC,BBS,4,Senior Citizen,394,18,13,Rajdhani,297,Senior Citizen,No,0.0,1,10,3,244,0,0.013422818791946308,20.736842105263158,early
2AC,Tatkal,HWH,CNB,1,Child,566,4,23,Express,395,Senior Citizen,Yes,157.0,0,10,4,244,1,0.0025252525252525255,113.2,early
2AC,Premium Tatkal,KOAA,ADI,2,Adult,382,6,44,Shatabdi,234,No_Special_Consideration,Yes,0.0,1,10,5,244,1,0.00851063829787234,54.57142857142857,early
1AC,General,UMB,HWH,3,Adult,173,8,22,Shatabdi,319,Defense Quota,No,0.0,1,10,6,244,0,0.009375,19.22222222222222,early
Sleeper,Premium Tatkal,ASR,ADI,4,Senior Citizen,1973,8,44,Superfast,468,No_Special_Consideration,Yes,0.0,1,10,0,244,1,0.008528784648187633,219.22222222222223,early
3AC,General,SC,BBS,4,Senior Citizen,1544,14,9,Express,224,Defense Quota,No,64.0,0,10,1,244,0,0.017777777777777778,102.93333333333334,early
3AC,Ladies,UMB,BSB,2,Senior Citizen,1655,18,15,Shatabdi,421,Defense Quota,Yes,0.0,1,10,2,244,1,0.004739336492890996,87.10526315789474,early
Sleeper,General,CNB,JU,5,Senior Citizen,1866,7,16,Rajdhani,93,Defense Quota,Yes,0.0,1,10,3,244,1,0.05319148936170213,233.25,early
3AC,General,GKP,NJP,4,Adult,1450,5,26,Shatabdi,62,Defense Quota,No,0.0,1,10,4,244,0,0.06349206349206349,241.66666666666666,early
Sleeper,General,CSMT,GKP,5,Child,1662,6,4,Shatabdi,236,No_Special_Consideration,No,0.0,1,10,5,244,0,0.02109704641350211,237.42857142857142,early
2AC,Premium Tatkal,UMB,JHS,2,Senior Citizen,1826,11,31,Rajdhani,287,Defense Quota,Yes,97.0,0,10,6,244,1,0.006944444444444444,152.16666666666666,early
3AC,Premium Tatkal,LTT,HWH,2,Senior Citizen,343,10,14,Shatabdi,81,Defense Quota,No,0.0,1,10,0,244,0,0.024390243902439025,31.181818181818183,early
1AC,Tatkal,CNB,SC,3,Child,1299,10,10,Rajdhani,32,Senior Citizen,No,0.0,1,10,1,244,0,0.09090909090909091,118.0909090909091,early
2AC,Ladies,BSB,UMB,2,Child,380,12,16,Superfast,123,Defense Quota,Yes,43.0,0,10,2,244,1,0.016129032258064516,29.23076923076923,early
3AC,Tatkal,MAS,MAS,2,Adult,1763,5,47,Rajdhani,25,No_Special_Consideration,Yes,0.0,1,10,3,244,1,0.07692307692307693,293.8333333333333,early
2AC,General,SC,UMB,3,Child,482,15,17,Shatabdi,195,Senior Citizen,Yes,0.0,1,10,4,244,1,0.015306122448979591,30.125,early
2AC,Tatkal,GKP,LTT,3,Child,1504,12,21,Rajdhani,220,Defense Quota,Yes,103.0,0,11,5,244,1,0.013574660633484163,115.6923076923077,early
3AC,Ladies,NDLS,KOAA,5,Senior Citizen,1764,5,42,Express,193,Senior Citizen,No,0.0,1,11,6,244,0,0.02577319587628866,294.0,early
Sleeper,Ladies,ASR,ASR,1,Senior Citizen,98,19,30,Express,127,Defense Quota,No,15.0,0,11,0,244,0,0.0078125,4.9,early
2AC,Tatkal,MAS,NDLS,3,Child,468,19,10,Rajdhani,264,Senior Citizen,No,0.0,1,11,1,244,0,0.011320754716981131,23.4,early
2AC,Ladies,BSB,CSMT,5,Adult,1581,7,13,Superfast,60,Senior Citizen,Yes,0.0,1,11,2,244,1,0.08196721311475409,197.625,early
3AC,Ladies,LKO,ADI,3,Child,1171,11,26,Shatabdi,142,Senior Citizen,Yes,0.0,1,11,3,244,1,0.02097902097902098,97.58333333333333,early
2AC,Premium Tatkal,BBS,SBC,1,Senior Citizen,181,8,19,Express,441,No_Special_Consideration,Yes,1.0,0,11,4,244,1,0.0022624434389140274,20.11111111111111,early
1AC,Tatkal,NDLS,MMCT,3,Senior Citizen,459,7,7,Express,419,Defense Quota,No,86.0,0,11,5,244,0,0.007142857142857143,57.375,early
1AC,Ladies,SBC,NDLS,1,Child,997,16,18,Express,57,Senior Citizen,No,0.0,1,11,6,244,0,0.017241379310344827,58.64705882352941,early
Sleeper,General,BSB,NDLS,4,Adult,1289,17,17,Shatabdi,303,Defense Quota,No,0.0,1,11,0,244,0,0.013157894736842105,71.61111111111111,early
1AC,General,HWH,CSMT,2,Child,601,5,2,Superfast,364,Defense Quota,No,0.0,1,11,1,244,0,0.005479452054794521,100.16666666666667,early
3AC,Premium Tatkal,LKO,CNB,1,Senior Citizen,1877,18,39,Express,465,No_Special_Consideration,No,0.0,1,11,2,244,0,0.002145922746781116,98.78947368421052,early
1AC,Tatkal,NDLS,UMB,1,Adult,1426,7,20,Express,85,Senior Citizen,No,0.0,1,11,3,244,0,0.011627906976744186,178.25,early
2AC,General,UMB,JU,3,Child,292,16,6,Shatabdi,32,No_Special_Consideration,No,0.0,1,11,4,244,0,0.09090909090909091,17.176470588235293,early
1AC,Ladies,KOAA,MMCT,1,Senior Citizen,1805,15,44,Rajdhani,73,No_Special_Consideration,Yes,64.0,0,11,5,244,1,0.013513513513513514,112.8125,early
1AC,Ladies,GKP,NJP,2,Child,1919,13,6,Superfast,356,Senior Citizen,No,41.0,0,11,6,244,0,0.0056022408963585435,137.07142857142858,early
2AC,Ladies,CSMT,GKP,5,Senior Citizen,856,18,5,Rajdhani,357,No_Special_Consideration,Yes,0.0,1,11,0,244,1,0.013966480446927373,45.05263157894737,early
1AC,Ladies,JU,PNBE,4,Adult,1004,6,45,Express,379,Defense Quota,Yes,43.0,0,11,1,244,1,0.010526315789473684,143.42857142857142,early
Sleeper,Tatkal,UMB,LKO,2,Child,1889,7,30,Express,16,No_Special_Consideration,Yes,0.0,1,11,2,244,1,0.11764705882352941,236.125,early
2AC,Premium Tatkal,MAS,LTT,4,Child,1068,9,37,Express,387,Senior Citizen,No,0.0,1,11,3,244,0,0.010309278350515464,106.8,early
Sleeper,Premium Tatkal,LTT,GKP,1,Child,1264,7,34,Rajdhani,482,Defense Quota,No,131.0,0,11,4,244,0,0.002070393374741201,158.0,early
2AC,Premium Tatkal,SC,BCT,1,Senior Citizen,1549,2,39,Rajdhani,313,No_Special_Consideration,No,0.0,1,11,5,244,0,0.0031847133757961785,516.3333333333334,early
1AC,Premium Tatkal,LTT,HWH,5,Adult,781,8,47,Rajdhani,34,Defense Quota,Yes,153.0,0,11,6,244,1,0.14285714285714285,86.77777777777777,early
Sleeper,General,NDLS,UMB,5,Adult,1822,4,21,Rajdhani,446,Senior Citizen,No,51.0,0,11,0,244,0,0.011185682326621925,364.4,early
3AC,Premium Tatkal,NDLS,NDLS,1,Senior Citizen,1201,5,9,Superfast,206,No_Special_Consideration,Yes,0.0,1,11,1,244,1,0.004830917874396135,200.16666666666666,early
Sleeper,Ladies,JU,PNBE,5,Adult,121,16,4,Express,15,Defense Quota,No,0.0,1,11,2,244,0,0.3125,7.117647058823529,early
3AC,Premium Tatkal,CNB,KOAA,2,Adult,973,10,25,Rajdhani,472,Defense Quota,No,0.0,1,11,3,244,0,0.004228329809725159,88.45454545454545,early
3AC,Ladies,NDLS,HWH,5,Senior Citizen,1842,18,3,Superfast,440,Senior Citizen,Yes,0.0,1,11,4,244,1,0.011337868480725623,96.94736842105263,early
2AC,Tatkal,SBC,SBC,3,Senior Citizen,1537,19,41,Superfast,363,No_Special_Consideration,No,0.0,1,11,5,244,0,0.008241758241758242,76.85,early
Sleeper,Tatkal,LKO,BBS,1,Senior Citizen,702,4,39,Shatabdi,129,Defense Quota,Yes,80.0,0,11,6,244,1,0.007692307692307693,140.4,early
2AC,Ladies,CSMT,LKO,4,Adult,508,10,36,Express,181,Defense Quota,No,0.0,1,12,0,244,0,0.02197802197802198,46.18181818181818,early
Sleeper,Tatkal,KOAA,NJP,1,Senior Citizen,543,9,41,Express,327,No_Special_Consideration,No,14.0,0,12,1,244,0,0.003048780487804878,54.3,early
Sleeper,Ladies,PNBE,JP,4,Adult,1562,12,7,Express,238,Defense Quota,No,147.0,0,12,2,244,0,0.016736401673640166,120.15384615384616,early
Sleeper,Tatkal,KOAA,ADI,3,Senior Citizen,1568,3,41,Rajdhani,128,Senior Citizen,Yes,0.0,1,12,3,244,1,0.023255813953488372,392.0,early
1AC,General,UMB,JHS,2,Adult,974,7,9,Express,37,Senior Citizen,Yes,173.0,0,12,4,244,1,0.05263157894736842,121.75,early
2AC,General,LTT,NJP,1,Senior Citizen,510,4,36,Shatabdi,311,Defense Quota,No,0.0,1,12,5,244,0,0.003205128205128205,102.0,early
1AC,Tatkal,JU,ADI,1,Adult,622,6,9,Shatabdi,296,No_Special_Consideration,Yes,109.0,0,12,6,244,1,0.003367003367003367,88.85714285714286,early
Sleeper,Tatkal,BBS,PNBE,5,Child,1344,6,17,Shatabdi,31,Senior Citizen,No,0.0,1,12,0,244,0,0.15625,192.0,early
Sleeper,General,ADI,BCT,5,Senior Citizen,1706,13,37,Express,144,Defense Quota,Yes,0.0,1,12,1,244,1,0.034482758620689655,121.85714285714286,early
2AC,Tatkal,GKP,CSMT,2,Child,1808,11,37,Superfast,25,Senior Citizen,Yes,0.0,1,12,2,244,1,0.07692307692307693,150.66666666666666,early
Sleeper,General,NDLS,ADI,1,Senior Citizen,1622,5,16,Shatabdi,92,Defense Quota,Yes,67.0,0,12,3,244,1,0.010752688172043012,270.3333333333333,early
2AC,General,CNB,JHS,5,Child,878,16,21,Shatabdi,117,Defense Quota,Yes,0.0,1,12,4,244,1,0.0423728813559322,51.64705882352941,early
3AC,Ladies,BCT,MAS,5,Child,1774,6,34,Superfast,461,Senior Citizen,Yes,0.0,1,12,5,244,1,0.010822510822510822,253.42857142857142,early
