Number of Passengers,Travel Distance,Number of Stations,Travel Time,Seat Availability,journey_month,journey_dayofweek,days_before_journey,seat_pressure,route_length_per_stop,is_peak_or_holiday,Class of Travel,Quota,Source Station,Destination Station,Train Type,Special Considerations,Holiday or Peak Season,booking_urgency_bucket,Age of Passengers
2,607,18,42,220,7,1,244,0.0090497737556561,31.94736842105263,0,1AC,Ladies,GKP,JHS,Superfast,Senior Citizen,No,early,Child
5,180,2,42,360,1,4,244,0.0138504155124653,60.0,0,3AC,Tatkal,BBS,NJP,Shatabdi,Defense Quota,No,early,Child
4,853,16,16,254,9,4,244,0.0156862745098039,50.1764705882353,1,2AC,Ladies,MAS,HWH,Shatabdi,Defense Quota,Yes,early,Senior Citizen
4,1575,15,18,383,11,2,244,0.0104166666666666,98.4375,1,Sleeper,Premium Tatkal,JU,MAS,Express,Senior Citizen,Yes,early,Senior Citizen
2,936,13,27,170,3,3,244,0.0116959064327485,66.85714285714286,0,Sleeper,Tatkal,KOAA,BBS,Superfast,Senior Citizen,No,early,Adult
3,1214,8,28,19,12,5,244,0.15,134.88888888888889,0,3AC,Tatkal,JP,ADI,Shatabdi,Defense Quota,No,early,Adult
2,382,5,47,13,5,2,244,0.1428571428571428,63.666666666666664,0,3AC,Premium Tatkal,CSMT,BBS,Shatabdi,Defense Quota,No,early,Adult
3,1329,15,15,152,5,2,244,0.0196078431372549,83.0625,1,Sleeper,Premium Tatkal,BBS,GKP,Express,Defense Quota,Yes,early,Senior Citizen
3,1233,13,10,74,9,1,244,0.04,88.07142857142857,0,1AC,General,SBC,SBC,Shatabdi,Senior Citizen,No,early,Adult
4,1363,14,43,188,12,0,244,0.0211640211640211,90.86666666666666,0,3AC,Tatkal,ADI,MAS,Shatabdi,Defense Quota,No,early,Senior Citizen
1,1070,16,44,132,3,4,244,0.0075187969924812,62.94117647058823,0,Sleeper,Ladies,BCT,BBS,Express,Defense Quota,No,early,Child
5,985,19,16,365,8,5,244,0.0136612021857923,49.25,0,3AC,Premium Tatkal,PNBE,CSMT,Express,Defense Quota,No,early,Child
1,1971,9,33,274,11,6,244,0.0036363636363636,197.1,1,2AC,Ladies,MMCT,ASR,Shatabdi,Senior Citizen,Yes,early,Adult
5,229,7,36,384,4,4,244,0.0129870129870129,28.625,1,Sleeper,Ladies,NDLS,BBS,Express,Defense Quota,Yes,early,Adult
1,1837,18,11,7,3,5,244,0.125,96.6842105263158,0,3AC,Premium Tatkal,CNB,CNB,Express,Senior Citizen,No,early,Adult
4,1018,6,22,424,2,4,244,0.0094117647058823,145.42857142857142,0,Sleeper,General,NJP,GKP,Express,Senior Citizen,No,early,Child
4,977,17,27,285,1,4,244,0.0139860139860139,54.27777777777778,0,1AC,General,MMCT,SBC,Express,No_Special_Consideration,No,early,Adult
2,1685,9,20,296,11,3,244,0.0067340067340067,168.5,0,3AC,Ladies,JP,ADI,Shatabdi,Senior Citizen,No,early,Adult
5,1496,7,33,74,8,4,244,0.0666666666666666,187.0,0,2AC,General,JP,JU,Superfast,Defense Quota,No,early,Child
1,439,11,9,43,10,2,244,0.0227272727272727,36.583333333333336,1,2AC,Premium Tatkal,MMCT,MAS,Superfast,Senior Citizen,Yes,early,Child
2,1047,9,22,50,9,5,244,0.0392156862745098,104.7,1,1AC,General,LTT,CNB,Shatabdi,Defense Quota,Yes,early,Child
1,1871,17,39,215,7,0,244,0.0046296296296296,103.94444444444444,0,Sleeper,Tatkal,LTT,MMCT,Express,No_Special_Consideration,No,early,Senior Citizen
3,586,3,3,176,11,1,244,0.0169491525423728,146.5,1,2AC,Ladies,PNBE,CNB,Express,Senior Citizen,Yes,early,Adult
5,573,2,42,340,10,3,244,0.0146627565982404,191.0,1,2AC,Ladies,MMCT,SC,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
1,887,12,30,66,12,0,244,0.0149253731343283,68.23076923076923,0,1AC,Premium Tatkal,JHS,SC,Express,Defense Quota,No,early,Senior Citizen
5,872,15,17,99,1,4,244,0.05,54.5,0,Sleeper,Premium Tatkal,JP,JU,Express,Senior Citizen,No,early,Senior Citizen
5,349,2,24,194,9,3,244,0.0256410256410256,116.33333333333331,0,Sleeper,General,PNBE,NJP,Rajdhani,Senior Citizen,No,early,Adult
4,732,3,47,54,11,6,244,0.0727272727272727,183.0,1,2AC,Tatkal,CSMT,LKO,Express,Defense Quota,Yes,early,Senior Citizen
2,802,12,25,315,3,1,244,0.0063291139240506,61.69230769230769,1,1AC,Premium Tatkal,PNBE,NDLS,Rajdhani,No_Special_Consideration,Yes,early,Child
2,819,19,35,60,7,2,244,0.0327868852459016,40.95,1,1AC,Premium Tatkal,NDLS,JP,Express,No_Special_Consideration,Yes,early,Senior Citizen
5,324,6,36,63,3,5,244,0.078125,46.285714285714285,1,3AC,Ladies,ASR,MMCT,Shatabdi,Defense Quota,Yes,early,Child
4,756,12,11,442,8,2,244,0.0090293453724604,58.15384615384615,0,Sleeper,Premium Tatkal,BBS,CSMT,Rajdhani,No_Special_Consideration,No,early,Child
4,1066,7,9,182,5,1,244,0.0218579234972677,133.25,0,Sleeper,Premium Tatkal,MMCT,LKO,Rajdhani,Defense Quota,No,early,Adult
4,462,6,20,322,4,4,244,0.0123839009287925,66.0,1,2AC,Premium Tatkal,UMB,GKP,Shatabdi,Defense Quota,Yes,early,Senior Citizen
2,941,17,25,74,8,1,244,0.0266666666666666,52.27777777777778,0,2AC,Premium Tatkal,LTT,JHS,Superfast,Senior Citizen,No,early,Child
4,100,17,7,429,9,5,244,0.0093023255813953,5.555555555555555,0,2AC,Tatkal,LKO,MAS,Express,No_Special_Consideration,No,early,Senior Citizen
3,1394,11,45,299,2,2,244,0.01,116.16666666666669,1,2AC,Ladies,SBC,MAS,Express,No_Special_Consideration,Yes,early,Senior Citizen
4,1587,19,34,305,2,4,244,0.0130718954248366,79.35,0,Sleeper,Tatkal,BCT,GKP,Express,No_Special_Consideration,No,early,Child
4,953,10,42,314,6,6,244,0.0126984126984126,86.63636363636364,1,1AC,General,BSB,SC,Shatabdi,Senior Citizen,Yes,early,Adult
2,52,5,8,283,2,5,244,0.0070422535211267,8.666666666666666,1,Sleeper,Tatkal,LTT,JP,Shatabdi,Senior Citizen,Yes,early,Child
3,1595,5,37,149,1,3,244,0.02,265.8333333333333,1,1AC,General,NDLS,JHS,Superfast,Senior Citizen,Yes,early,Adult
5,914,16,43,303,3,3,244,0.0164473684210526,53.76470588235294,1,3AC,General,SBC,GKP,Shatabdi,No_Special_Consideration,Yes,early,Adult
3,1796,9,37,408,8,2,244,0.0073349633251833,179.6,0,2AC,Premium Tatkal,SBC,BBS,Superfast,Senior Citizen,No,early,Senior Citizen
3,839,8,25,269,2,2,244,0.0111111111111111,93.22222222222224,0,1AC,Premium Tatkal,NJP,MMCT,Express,Senior Citizen,No,early,Senior Citizen
4,1804,12,15,372,6,0,244,0.0107238605898123,138.76923076923077,0,2AC,Ladies,PNBE,MMCT,Express,Defense Quota,No,early,Adult
3,211,3,33,374,6,3,244,0.008,52.75,0,3AC,Ladies,BBS,SBC,Express,Senior Citizen,No,early,Senior Citizen
4,739,12,32,228,11,3,244,0.0174672489082969,56.84615384615385,1,3AC,General,CSMT,BBS,Express,Senior Citizen,Yes,early,Adult
5,100,10,10,286,4,3,244,0.0174216027874564,9.090909090909092,0,Sleeper,Premium Tatkal,JP,SC,Rajdhani,Defense Quota,No,early,Child
4,1596,18,35,490,1,5,244,0.0081466395112016,84.0,1,3AC,Ladies,JU,JHS,Superfast,No_Special_Consideration,Yes,early,Child
4,643,6,42,417,9,1,244,0.0095693779904306,91.85714285714286,0,2AC,General,SBC,NJP,Shatabdi,Defense Quota,No,early,Senior Citizen
5,1544,12,47,175,4,5,244,0.0284090909090909,118.76923076923076,0,3AC,Ladies,JHS,NJP,Rajdhani,Defense Quota,No,early,Adult
3,1858,12,18,489,4,4,244,0.0061224489795918,142.92307692307693,0,1AC,General,CSMT,LTT,Shatabdi,Defense Quota,No,early,Adult
5,1875,16,25,389,4,6,244,0.0128205128205128,110.29411764705884,1,Sleeper,Tatkal,GKP,LTT,Express,Senior Citizen,Yes,early,Adult
2,1968,3,14,198,8,4,244,0.0100502512562814,492.0,0,3AC,Tatkal,SC,LTT,Superfast,Senior Citizen,No,early,Child
5,463,2,4,285,8,4,244,0.0174825174825174,154.33333333333334,1,2AC,Ladies,MAS,JU,Shatabdi,Defense Quota,Yes,early,Senior Citizen
1,846,10,15,389,2,0,244,0.0025641025641025,76.9090909090909,1,3AC,Ladies,LKO,HWH,Superfast,No_Special_Consideration,Yes,early,Adult
5,1893,7,41,232,1,4,244,0.0214592274678111,236.625,0,2AC,Tatkal,CSMT,LTT,Rajdhani,Senior Citizen,No,early,Adult
2,1914,8,5,132,9,1,244,0.0150375939849624,212.66666666666663,1,2AC,General,NDLS,MAS,Superfast,Senior Citizen,Yes,early,Adult
1,288,18,24,189,12,6,244,0.0052631578947368,15.157894736842104,1,Sleeper,Tatkal,MMCT,GKP,Shatabdi,No_Special_Consideration,Yes,early,Child
4,979,4,12,369,11,4,244,0.0108108108108108,195.8,1,2AC,Ladies,ASR,PNBE,Express,Defense Quota,Yes,early,Senior Citizen
4,665,17,45,442,6,2,244,0.0090293453724604,36.94444444444444,1,1AC,Ladies,NDLS,JP,Shatabdi,No_Special_Consideration,Yes,early,Adult
2,139,5,5,468,8,6,244,0.0042643923240938,23.166666666666668,0,Sleeper,General,PNBE,SC,Shatabdi,No_Special_Consideration,No,early,Adult
4,1524,5,23,233,5,4,244,0.017094017094017,254.0,1,1AC,General,JU,ASR,Rajdhani,No_Special_Consideration,Yes,early,Adult
5,178,4,8,274,5,1,244,0.0181818181818181,35.6,0,1AC,General,JP,NJP,Shatabdi,Defense Quota,No,early,Senior Citizen
2,669,2,23,145,11,1,244,0.0136986301369863,223.0,1,1AC,Tatkal,JHS,ADI,Express,Senior Citizen,Yes,early,Senior Citizen
4,458,18,35,35,7,3,244,0.1111111111111111,24.105263157894736,0,3AC,General,LKO,MAS,Superfast,Defense Quota,No,early,Child
1,748,15,46,268,1,5,244,0.0037174721189591,46.75,1,2AC,Tatkal,BBS,CSMT,Superfast,No_Special_Consideration,Yes,early,Child
4,1649,15,46,491,7,4,244,0.008130081300813,103.0625,0,2AC,Ladies,JU,MAS,Shatabdi,Senior Citizen,No,early,Senior Citizen
4,1936,5,39,412,4,0,244,0.009685230024213,322.6666666666667,0,3AC,Premium Tatkal,SC,JP,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
3,1098,18,8,183,4,5,244,0.0163043478260869,57.78947368421053,0,2AC,Ladies,BSB,CSMT,Rajdhani,Senior Citizen,No,early,Senior Citizen
2,200,6,46,165,10,3,244,0.0120481927710843,28.571428571428573,1,2AC,General,BSB,SBC,Express,Defense Quota,Yes,early,Child
3,1382,2,47,498,1,5,244,0.0060120240480961,460.6666666666667,0,3AC,Premium Tatkal,ASR,SC,Express,No_Special_Consideration,No,early,Adult
4,793,4,8,426,2,0,244,0.009367681498829,158.6,1,2AC,Tatkal,NDLS,ASR,Superfast,No_Special_Consideration,Yes,early,Child
4,482,18,39,433,5,3,244,0.0092165898617511,25.36842105263158,0,3AC,Ladies,MMCT,KOAA,Express,Senior Citizen,No,early,Adult
1,1952,4,47,283,11,0,244,0.0035211267605633,390.4,0,3AC,Premium Tatkal,JP,UMB,Superfast,Defense Quota,No,early,Child
1,1905,19,10,156,11,0,244,0.0063694267515923,95.25,1,1AC,Ladies,MMCT,HWH,Rajdhani,No_Special_Consideration,Yes,early,Child
3,1542,13,10,376,5,6,244,0.0079575596816976,110.14285714285714,1,2AC,General,SBC,SC,Rajdhani,Defense Quota,Yes,early,Adult
4,1623,4,2,296,12,5,244,0.0134680134680134,324.6,1,1AC,Premium Tatkal,LKO,BBS,Superfast,Defense Quota,Yes,early,Adult
2,1197,14,16,474,7,6,244,0.0042105263157894,79.8,1,2AC,Ladies,HWH,UMB,Express,No_Special_Consideration,Yes,early,Senior Citizen
3,1869,14,41,187,10,6,244,0.0159574468085106,124.6,0,1AC,Tatkal,JU,ADI,Superfast,Defense Quota,No,early,Child
2,583,15,7,409,8,3,244,0.0048780487804878,36.4375,1,Sleeper,Premium Tatkal,LKO,PNBE,Rajdhani,Defense Quota,Yes,early,Child
3,1086,15,2,51,12,3,244,0.0576923076923076,67.875,1,1AC,Tatkal,PNBE,BBS,Express,No_Special_Consideration,Yes,early,Senior Citizen
3,860,2,4,19,11,6,244,0.15,286.6666666666667,1,3AC,Ladies,LTT,JP,Express,No_Special_Consideration,Yes,early,Adult
1,1909,18,41,190,8,4,244,0.0052356020942408,100.47368421052632,1,2AC,General,ASR,JHS,Superfast,Defense Quota,Yes,early,Adult
4,248,5,2,255,7,0,244,0.015625,41.333333333333336,0,3AC,General,KOAA,KOAA,Shatabdi,Defense Quota,No,early,Senior Citizen
5,1086,16,27,450,11,0,244,0.0110864745011086,63.88235294117647,1,1AC,General,JHS,MMCT,Shatabdi,No_Special_Consideration,Yes,early,Child
5,730,15,35,205,2,0,244,0.0242718446601941,45.625,0,2AC,Ladies,BCT,NJP,Shatabdi,Defense Quota,No,early,Senior Citizen
1,1891,3,11,476,2,1,244,0.0020964360587002,472.75,0,1AC,Tatkal,MMCT,GKP,Rajdhani,Senior Citizen,No,early,Senior Citizen
5,218,15,6,296,7,1,244,0.0168350168350168,13.625,1,1AC,Premium Tatkal,GKP,NJP,Express,Senior Citizen,Yes,early,Senior Citizen
1,614,15,43,421,8,1,244,0.0023696682464454,38.375,1,Sleeper,General,GKP,CNB,Express,Senior Citizen,Yes,early,Child
5,1050,13,9,205,10,1,244,0.0242718446601941,75.0,0,3AC,Premium Tatkal,KOAA,CNB,Express,Senior Citizen,No,early,Child
3,1949,16,25,89,4,2,244,0.0333333333333333,114.6470588235294,0,Sleeper,General,JU,ADI,Express,No_Special_Consideration,No,early,Adult
3,1954,16,24,145,8,5,244,0.0205479452054794,114.94117647058825,0,3AC,General,BCT,CSMT,Superfast,Senior Citizen,No,early,Senior Citizen
1,295,12,23,480,8,4,244,0.002079002079002,22.692307692307693,1,3AC,Tatkal,BBS,PNBE,Rajdhani,Senior Citizen,Yes,early,Adult
4,1463,19,18,312,9,1,244,0.0127795527156549,73.15,1,Sleeper,Tatkal,KOAA,ASR,Shatabdi,No_Special_Consideration,Yes,early,Adult
4,1515,13,41,402,4,4,244,0.009925558312655,108.21428571428572,1,3AC,Premium Tatkal,GKP,JHS,Rajdhani,No_Special_Consideration,Yes,early,Adult
4,585,18,14,289,5,0,244,0.0137931034482758,30.789473684210527,1,Sleeper,Ladies,JP,SC,Express,No_Special_Consideration,Yes,early,Adult
5,997,2,12,498,8,4,244,0.0100200400801603,332.3333333333333,0,3AC,Premium Tatkal,LKO,LTT,Rajdhani,Defense Quota,No,early,Child
2,66,18,28,101,3,6,244,0.0196078431372549,3.473684210526316,0,2AC,General,HWH,MAS,Shatabdi,No_Special_Consideration,No,early,Adult
1,1937,11,33,309,4,5,244,0.0032258064516129,161.41666666666666,0,1AC,Ladies,MAS,KOAA,Superfast,No_Special_Consideration,No,early,Child
1,1842,14,30,176,12,0,244,0.0056497175141242,122.8,1,1AC,Ladies,MAS,GKP,Rajdhani,Defense Quota,Yes,early,Child
4,1692,6,31,99,5,4,244,0.04,241.71428571428572,0,3AC,Premium Tatkal,SC,CNB,Superfast,No_Special_Consideration,No,early,Senior Citizen
3,385,5,20,0,6,2,244,3.0,64.16666666666667,0,1AC,General,CNB,JU,Express,Defense Quota,No,early,Senior Citizen
5,331,15,24,305,9,6,244,0.0163398692810457,20.6875,1,3AC,Ladies,GKP,ADI,Shatabdi,No_Special_Consideration,Yes,early,Child
5,151,12,22,111,4,0,244,0.0446428571428571,11.615384615384617,0,1AC,Premium Tatkal,PNBE,SBC,Superfast,Defense Quota,No,early,Child
3,323,3,38,254,10,5,244,0.0117647058823529,80.75,0,2AC,General,BSB,ASR,Shatabdi,Senior Citizen,No,early,Child
2,1332,6,11,350,10,6,244,0.0056980056980056,190.28571428571428,1,1AC,General,MAS,UMB,Express,Senior Citizen,Yes,early,Child
5,811,4,31,74,6,3,244,0.0666666666666666,162.2,0,3AC,General,KOAA,MMCT,Superfast,Senior Citizen,No,early,Child
4,814,15,27,144,9,1,244,0.0275862068965517,50.875,0,3AC,Premium Tatkal,BCT,ADI,Superfast,Defense Quota,No,early,Child
5,189,12,6,59,5,5,244,0.0833333333333333,14.538461538461538,1,3AC,Premium Tatkal,UMB,ASR,Express,Senior Citizen,Yes,early,Senior Citizen
2,331,17,11,301,2,0,244,0.0066225165562913,18.38888888888889,1,2AC,Ladies,PNBE,LTT,Shatabdi,Defense Quota,Yes,early,Child
4,475,8,32,75,4,5,244,0.0526315789473684,52.77777777777778,1,3AC,Tatkal,UMB,NDLS,Express,Defense Quota,Yes,early,Senior Citizen
1,646,15,3,305,9,6,244,0.0032679738562091,40.375,0,1AC,General,NJP,LTT,Superfast,Senior Citizen,No,early,Senior Citizen
1,86,2,32,287,9,1,244,0.0034722222222222,28.666666666666668,1,Sleeper,Premium Tatkal,MAS,KOAA,Superfast,Senior Citizen,Yes,early,Child
1,1035,8,42,85,3,3,244,0.0116279069767441,115.0,1,3AC,Premium Tatkal,NJP,BSB,Express,Defense Quota,Yes,early,Adult
1,621,17,21,208,3,4,244,0.0047846889952153,34.5,0,Sleeper,Ladies,JHS,ASR,Superfast,Senior Citizen,No,early,Adult
3,798,3,30,352,3,6,244,0.0084985835694051,199.5,1,3AC,Ladies,BCT,LTT,Superfast,No_Special_Consideration,Yes,early,Child
2,1130,8,19,165,9,4,244,0.0120481927710843,125.55555555555556,1,2AC,Tatkal,GKP,MMCT,Express,Senior Citizen,Yes,early,Child
5,1381,4,34,344,11,4,244,0.0144927536231884,276.2,1,2AC,Premium Tatkal,MMCT,ADI,Express,Senior Citizen,Yes,early,Senior Citizen
1,1114,8,45,138,1,4,244,0.0071942446043165,123.77777777777776,1,1AC,Premium Tatkal,GKP,NJP,Rajdhani,No_Special_Consideration,Yes,early,Child
3,1487,19,19,21,3,0,244,0.1363636363636363,74.35,0,2AC,Premium Tatkal,KOAA,BBS,Superfast,Senior Citizen,No,early,Child
4,1541,16,39,129,5,0,244,0.0307692307692307,90.6470588235294,0,Sleeper,Premium Tatkal,CNB,LTT,Superfast,Senior Citizen,No,early,Adult
4,1776,19,43,458,11,0,244,0.008714596949891,88.8,1,3AC,Ladies,KOAA,GKP,Rajdhani,No_Special_Consideration,Yes,early,Child
4,134,17,25,156,2,2,244,0.0254777070063694,7.444444444444445,0,3AC,Premium Tatkal,LTT,BCT,Rajdhani,No_Special_Consideration,No,early,Child
3,1457,8,3,50,12,5,244,0.0588235294117647,161.88888888888889,0,1AC,General,MAS,PNBE,Express,No_Special_Consideration,No,early,Senior Citizen
4,871,13,30,181,5,5,244,0.0219780219780219,62.214285714285715,1,3AC,General,MAS,CNB,Superfast,Defense Quota,Yes,early,Child
2,1828,18,18,20,11,5,244,0.0952380952380952,96.21052631578948,0,2AC,Tatkal,BBS,NDLS,Rajdhani,Defense Quota,No,early,Senior Citizen
5,148,8,7,355,12,5,244,0.0140449438202247,16.444444444444443,0,1AC,Ladies,KOAA,BBS,Express,Defense Quota,No,early,Senior Citizen
4,685,4,17,261,9,2,244,0.015267175572519,137.0,0,3AC,Tatkal,CSMT,NDLS,Superfast,Senior Citizen,No,early,Adult
5,1390,6,7,423,10,4,244,0.0117924528301886,198.57142857142856,0,3AC,Ladies,JP,MAS,Shatabdi,Senior Citizen,No,early,Child
2,409,17,16,498,5,4,244,0.0040080160320641,22.72222222222222,0,2AC,Ladies,MMCT,CSMT,Superfast,No_Special_Consideration,No,early,Senior Citizen
2,1977,3,6,471,8,4,244,0.0042372881355932,494.25,1,Sleeper,General,BCT,HWH,Express,No_Special_Consideration,Yes,early,Adult
3,1684,3,45,234,9,2,244,0.0127659574468085,421.0,1,Sleeper,Ladies,CNB,LKO,Rajdhani,Senior Citizen,Yes,early,Adult
3,1151,8,46,487,4,2,244,0.0061475409836065,127.88888888888889,0,2AC,Ladies,MMCT,LKO,Superfast,Senior Citizen,No,early,Adult
2,1783,2,25,313,11,6,244,0.0063694267515923,594.3333333333334,1,2AC,General,ASR,LKO,Rajdhani,No_Special_Consideration,Yes,early,Adult
5,1418,7,28,233,8,1,244,0.0213675213675213,177.25,0,2AC,Tatkal,CNB,CSMT,Express,No_Special_Consideration,No,early,Senior Citizen
5,898,4,45,456,12,5,244,0.0109409190371991,179.6,1,Sleeper,Premium Tatkal,GKP,MMCT,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
3,478,19,2,56,2,5,244,0.0526315789473684,23.9,0,2AC,Tatkal,MMCT,ADI,Shatabdi,No_Special_Consideration,No,early,Child
5,641,19,5,173,1,3,244,0.028735632183908,32.05,1,2AC,Premium Tatkal,JP,MMCT,Express,No_Special_Consideration,Yes,early,Adult
2,1347,17,44,325,2,6,244,0.0061349693251533,74.83333333333333,1,Sleeper,Tatkal,JP,MMCT,Express,Defense Quota,Yes,early,Adult
5,1476,6,24,67,6,2,244,0.0735294117647058,210.8571428571429,0,Sleeper,General,LTT,JP,Shatabdi,Senior Citizen,No,early,Child
3,1875,18,8,9,11,3,244,0.3,98.6842105263158,0,1AC,Tatkal,CSMT,JU,Superfast,Defense Quota,No,early,Adult
2,1291,15,45,203,7,1,244,0.0098039215686274,80.6875,1,2AC,Premium Tatkal,MMCT,CNB,Shatabdi,Defense Quota,Yes,early,Adult
1,556,7,23,210,3,3,244,0.0047393364928909,69.5,1,3AC,General,MMCT,BSB,Shatabdi,Senior Citizen,Yes,early,Adult
5,1162,19,15,51,6,4,244,0.0961538461538461,58.1,1,Sleeper,Ladies,MMCT,JHS,Rajdhani,Defense Quota,Yes,early,Senior Citizen
4,1617,11,23,166,8,4,244,0.0239520958083832,134.75,0,1AC,Tatkal,ASR,JU,Express,No_Special_Consideration,No,early,Senior Citizen
4,721,12,47,90,6,4,244,0.0439560439560439,55.46153846153846,0,2AC,Tatkal,SC,BSB,Rajdhani,No_Special_Consideration,No,early,Child
3,1241,16,37,192,8,2,244,0.0155440414507772,73.0,1,3AC,Ladies,MAS,BSB,Superfast,Senior Citizen,Yes,early,Adult
2,549,15,34,147,7,1,244,0.0135135135135135,34.3125,1,3AC,General,LTT,UMB,Express,Senior Citizen,Yes,early,Child
5,1436,16,20,444,1,1,244,0.0112359550561797,84.47058823529412,1,Sleeper,General,ASR,CNB,Express,Senior Citizen,Yes,early,Senior Citizen
5,103,17,41,67,10,1,244,0.0735294117647058,5.722222222222222,1,2AC,Premium Tatkal,BCT,SBC,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
2,181,16,4,19,8,2,244,0.1,10.647058823529411,0,3AC,General,JU,MMCT,Express,Senior Citizen,No,early,Senior Citizen
4,290,4,38,149,7,1,244,0.0266666666666666,58.0,1,2AC,General,BSB,CNB,Rajdhani,Defense Quota,Yes,early,Child
3,647,19,42,394,1,6,244,0.0075949367088607,32.35,0,Sleeper,Ladies,KOAA,ASR,Express,Senior Citizen,No,early,Adult
3,449,18,3,440,8,2,244,0.0068027210884353,23.63157894736842,1,2AC,Ladies,GKP,MMCT,Shatabdi,Senior Citizen,Yes,early,Adult
1,1909,11,23,335,9,1,244,0.0029761904761904,159.08333333333334,1,3AC,Ladies,JU,CSMT,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
2,1481,17,46,475,10,5,244,0.0042016806722689,82.27777777777777,0,1AC,Tatkal,KOAA,SC,Superfast,No_Special_Consideration,No,early,Senior Citizen
5,1435,16,34,194,12,3,244,0.0256410256410256,84.41176470588235,1,Sleeper,General,JU,CSMT,Superfast,Defense Quota,Yes,early,Senior Citizen
3,1691,2,23,15,5,5,244,0.1875,563.6666666666666,1,1AC,Ladies,SC,GKP,Express,No_Special_Consideration,Yes,early,Adult
1,782,7,4,230,6,5,244,0.0043290043290043,97.75,1,3AC,Tatkal,JU,UMB,Express,Senior Citizen,Yes,early,Child
2,947,18,8,235,6,0,244,0.0084745762711864,49.8421052631579,1,2AC,Premium Tatkal,NDLS,HWH,Shatabdi,Senior Citizen,Yes,early,Senior Citizen
1,1842,13,19,459,11,2,244,0.0021739130434782,131.57142857142858,0,2AC,Ladies,BCT,ADI,Express,Defense Quota,No,early,Senior Citizen
3,1255,17,19,431,9,5,244,0.0069444444444444,69.72222222222223,1,2AC,General,BBS,MMCT,Rajdhani,Senior Citizen,Yes,early,Child
3,1036,19,33,113,1,6,244,0.0263157894736842,51.8,1,Sleeper,Ladies,BSB,BCT,Superfast,Defense Quota,Yes,early,Senior Citizen
4,1060,2,27,335,1,5,244,0.0119047619047619,353.3333333333333,1,Sleeper,Ladies,NJP,SC,Rajdhani,No_Special_Consideration,Yes,early,Adult
2,911,9,33,329,3,0,244,0.006060606060606,91.1,1,3AC,Tatkal,GKP,GKP,Shatabdi,No_Special_Consideration,Yes,early,Child
4,1782,4,39,425,1,5,244,0.0093896713615023,356.4,1,3AC,Premium Tatkal,LTT,NDLS,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
1,1701,10,32,250,11,0,244,0.0039840637450199,154.63636363636363,1,3AC,Tatkal,BBS,KOAA,Express,Defense Quota,Yes,early,Senior Citizen
1,885,12,35,498,6,0,244,0.002004008016032,68.07692307692308,0,2AC,Tatkal,LTT,JP,Shatabdi,Senior Citizen,No,early,Senior Citizen
2,1142,7,30,396,6,5,244,0.0050377833753148,142.75,1,1AC,General,LKO,BBS,Express,Defense Quota,Yes,early,Child
3,544,3,9,449,3,5,244,0.0066666666666666,136.0,0,Sleeper,Ladies,CNB,ADI,Superfast,No_Special_Consideration,No,early,Senior Citizen
5,833,5,23,283,6,2,244,0.0176056338028169,138.83333333333334,1,Sleeper,General,JHS,JU,Express,Defense Quota,Yes,early,Adult
3,1617,10,13,481,6,1,244,0.0062240663900414,147.0,1,3AC,Ladies,JP,MAS,Superfast,Senior Citizen,Yes,early,Adult
4,125,14,46,263,10,6,244,0.0151515151515151,8.333333333333334,1,2AC,Ladies,LKO,GKP,Shatabdi,No_Special_Consideration,Yes,early,Adult
2,1633,9,39,438,10,4,244,0.0045558086560364,163.3,1,1AC,Tatkal,LKO,NDLS,Superfast,Senior Citizen,Yes,early,Child
2,1561,17,18,230,7,0,244,0.0086580086580086,86.72222222222223,0,3AC,Ladies,UMB,BCT,Shatabdi,No_Special_Consideration,No,early,Child
4,1075,13,17,455,1,0,244,0.0087719298245614,76.78571428571429,0,2AC,Ladies,HWH,PNBE,Rajdhani,Defense Quota,No,early,Adult
4,319,17,10,128,10,3,244,0.0310077519379844,17.72222222222222,0,Sleeper,General,UMB,BCT,Rajdhani,Defense Quota,No,early,Adult
1,570,16,7,38,7,2,244,0.0256410256410256,33.529411764705884,0,2AC,General,ASR,LTT,Express,Senior Citizen,No,early,Child
